companyname,datadate,tradingitemid,Factor_VALUE,Factor_QUALITY
"Rockwell Collins, Inc.",30/11/2016,2643541,-0.401792677,0.844818111
Rogers Communications Inc.,30/11/2016,2643612,-0.395269231,-0.654297225
"Roper Technologies, Inc.",30/11/2016,2643691,-0.350766091,0.116508294
"Ross Stores, Inc.",30/11/2016,2643725,-1.547665947,2.639003778
Royal Bank of Canada,30/11/2016,2643913,0.221012765,0.259779318
SBA Communications Corp.,30/11/2016,2644209,2.484043401,1.285994614
SEI Investments Co.,30/11/2016,2644291,-0.809037698,1.181137358
SL Green Realty Corp.,30/11/2016,2644395,-0.24298794,0.017421045
SNC-Lavalin Group Inc.,30/11/2016,2644449,0.278820521,0.238279748
St. Jude Medical Inc.,30/11/2016,2644737,-0.794288572,-0.119924408
Saputo Inc.,30/11/2016,2648880,-0.296964404,0.82350526
SCANA Corp.,30/11/2016,2649046,0.106854174,-0.531171724
"Henry Schein, Inc.",30/11/2016,2649082,-0.217840639,0.61305257
Schlumberger Limited,30/11/2016,2649102,1.22670593,-2.144681885
The Charles Schwab Corporation,30/11/2016,2649128,-0.552978009,1.138933312
Sealed Air Corporation,30/11/2016,2649388,-2.742723923,-1.202241296
Sempra Energy,30/11/2016,2649679,-0.035285103,-0.88277006
Shaw Communications Inc.,30/11/2016,2650012,0.187672189,0.149230204
The Sherwin-Williams Company,30/11/2016,2650116,-2.877275414,3.677050228
Shire plc,30/11/2016,2650148,-0.142505018,0.092385901
"Simon Property Group, Inc.",30/11/2016,2650575,-2.493515532,-0.328654461
Skyworks Solutions Inc.,30/11/2016,2650809,-0.171901023,2.108657653
The J. M. Smucker Company,30/11/2016,2650979,0.117668214,0.655040831
Snap-on Incorporated,30/11/2016,2650995,-0.003782581,0.821537204
Chemical & Mining Co. of Chile Inc.,30/11/2016,2651035,-0.333195993,-0.383694741
The Southern Company,30/11/2016,2651550,0.125355272,-0.267105084
Southwest Airlines Co.,30/11/2016,2651692,0.330105505,2.279220822
Southwestern Energy Company,30/11/2016,2651760,-0.675425455,-4.303773211
"Stanley Black & Decker, Inc.",30/11/2016,2654325,0.077431536,0.12936608
"Staples, Inc.",30/11/2016,2654356,0.964558382,-0.362737893
Starbucks Corporation,30/11/2016,2654392,-2.14598877,2.175269287
Starwood Hotels & Resorts Worldwide Inc.,30/11/2016,2654478,-0.642951363,2.255361915
State Street Corporation,30/11/2016,2654494,0.451695976,-0.206121088
"Stericycle, Inc.",30/11/2016,2654614,-0.062244172,0.456068323
Stryker Corporation,30/11/2016,2654974,-0.571886355,0.436316574
Sun Life Financial Inc.,30/11/2016,2655242,0.541630059,0.790027624
"SunTrust Banks, Inc.",30/11/2016,2655460,0.625033622,-0.308021332
Symantec Corporation,30/11/2016,2655828,0.2980164,-0.202310062
"Synopsys, Inc.",30/11/2016,2655888,-0.651190389,0.08686852
Sysco Corporation,30/11/2016,2655963,-1.07130715,0.214982131
"The TJX Companies, Inc.",30/11/2016,2656191,-1.376230551,3.00289281
Taiwan Semiconductor Manufacturing Company Limited,30/11/2016,2656505,-0.128274573,0.801113045
Target Corporation,30/11/2016,2656646,0.168090022,0.41314443
Telefônica Brasil S.A.,30/11/2016,2657118,0.64373884,0.011567637
TELUS Corporation,30/11/2016,2657323,0.037123681,-0.037030385
Tesoro Corporation,30/11/2016,2657553,0.643721862,0.502103602
Teva Pharmaceutical Industries Limited,30/11/2016,2657569,0.219050495,-0.222187468
Texas Instruments Incorporated,30/11/2016,2657626,-0.97830992,1.299835494
Textron Inc.,30/11/2016,2657704,0.347274015,-0.084577025
Thermo Fisher Scientific Inc.,30/11/2016,2657778,-0.224630133,-0.155714131
Thomson Reuters Corporation,30/11/2016,2657892,-0.18273705,-0.202270916
3M Company,30/11/2016,2657992,-1.070379783,1.154847633
Tiffany & Co.,30/11/2016,2658066,0.01260534,0.330580879
"Toll Brothers, Inc.",30/11/2016,2658293,0.094564778,0.191460112
Torchmark Corporation,30/11/2016,2658387,0.390589114,0.172667751
The Toronto-Dominion Bank,30/11/2016,2658411,0.251186862,0.007775697
"Total System Services, Inc.",30/11/2016,2658541,-0.531915465,0.382686392
Tractor Supply Company,30/11/2016,2658773,-0.510878875,1.826279555
TransCanada Corporation,30/11/2016,2658963,0.442030901,-0.934816839
Trimble Inc.,30/11/2016,2659449,-0.757034877,-0.341630275
"Tyson Foods, Inc.",30/11/2016,2659929,0.277503433,0.94560223
UGI Corporation,30/11/2016,2659981,0.135860543,0.354684526
U.S. Bancorp,30/11/2016,2660059,0.244634973,0.029606299
Union Pacific Corporation,30/11/2016,2660547,-0.186837562,-0.054563831
"United Parcel Service, Inc.",30/11/2016,2660877,-0.367613512,1.095686295
"United Rentals, Inc.",30/11/2016,2660893,-0.493412518,-1.008375472
United Technologies Corporation,30/11/2016,2661035,0.027471127,-0.04753813
UnitedHealth Group Incorporated,30/11/2016,2661077,-0.041166522,0.794554196
"Universal Health Services, Inc.",30/11/2016,2661198,0.226225247,0.412250155
Unum Group,30/11/2016,2661238,0.687336596,1.036124765
V.F. Corporation,30/11/2016,2661440,-0.282032552,0.804360469
Valero Energy Corporation,30/11/2016,2661554,0.707805645,-0.597126597
The Valspar Corporation,30/11/2016,2661626,-1.121318255,0.388665824
"Varian Medical Systems, Inc.",30/11/2016,2661962,-0.427484119,0.677200393
"Ventas, Inc.",30/11/2016,2662091,-0.793662471,-0.236075352
"VeriSign, Inc.",30/11/2016,2662202,1.57936226,1.714604104
Verizon Communications Inc.,30/11/2016,2662209,-1.429511548,0.536941657
Vertex Pharmaceuticals Incorporated,30/11/2016,2662297,-2.99439546,-1.635068876
Vornado Realty Trust,30/11/2016,2663002,-0.93375642,-0.445639114
Vulcan Materials Company,30/11/2016,2663030,-0.604801214,1.315481235
Westinghouse Air Brake Technologies Corporation,30/11/2016,2663176,-0.152649516,0.632907191
"Wal-Mart Stores, Inc.",30/11/2016,2663222,0.311038168,0.452986143
"Walgreens Boots Alliance, Inc.",30/11/2016,2663246,-0.124437446,0.711569004
"Waste Management, Inc.",30/11/2016,2663454,-0.585804591,0.015020041
Waters Corporation,30/11/2016,2663488,-0.74248646,0.39018157
Wells Fargo & Company,30/11/2016,2663720,0.526454136,-0.057602987
West Fraser Timber Co. Ltd.,30/11/2016,2663835,0.400453152,-0.152209465
"Westar Energy, Inc.",30/11/2016,2663922,-0.026082208,-0.084817847
Western Digital Corporation,30/11/2016,2664030,-0.284433041,-1.287353908
George Weston Limited,30/11/2016,2664194,0.188854046,-0.339274355
Weyerhaeuser Co.,30/11/2016,2664274,-0.404202962,-0.135325044
Whirlpool Corp.,30/11/2016,2664300,0.335319709,0.156325587
"Whole Foods Market, Inc.",30/11/2016,2664354,0.229867756,0.507088063
"The Williams Companies, Inc.",30/11/2016,2664436,0.107994882,-0.713413702
"WEC Energy Group, Inc.",30/11/2016,2664699,0.093344439,1.271439776
Xcel Energy Inc.,30/11/2016,2665162,0.195028514,-0.124414411
Xilinx Inc.,30/11/2016,2665190,-0.647047131,0.211007644
Xerox Corporation,30/11/2016,2665260,-1.082846932,-0.960288553
Altaba Inc.,30/11/2016,2665340,-1.179143015,-1.586741316
Yamana Gold Inc.,30/11/2016,2665346,0.732089082,-2.699302052
"Yum! Brands, Inc.",30/11/2016,2665480,1.546644471,4.065882702
"Zimmer Biomet Holdings, Inc.",30/11/2016,2665651,-1.23114105,1.740308089
Arch Capital Group Ltd.,30/11/2016,2665806,0.184849081,-0.539539058
Accenture plc,30/11/2016,2665846,-1.275761371,3.136037914
Bunge Limited,30/11/2016,2665882,0.586703388,-0.345684777
Credicorp Ltd.,30/11/2016,2665930,0.448081763,0.457776307
Everest Re Group Ltd.,30/11/2016,2665960,0.727435843,-0.799071725
Garmin Ltd.,30/11/2016,2665988,0.002160053,0.294086403
Ingersoll-Rand Plc,30/11/2016,2666036,0.241092729,0.442888204
Marvell Technology Group Ltd.,30/11/2016,2666094,0.105993615,-2.1392611
RenaissanceRe Holdings Ltd.,30/11/2016,2666185,0.447706019,0.054334256
Millicom International Cellular S.A.,30/11/2016,2666371,0.693695903,-1.553646724
Check Point Software Technologies Ltd.,30/11/2016,2666415,-0.577666988,1.221667457
Taro Pharmaceutical Industries Ltd.,30/11/2016,2666569,0.248280175,1.881659407
Core Laboratories N.V.,30/11/2016,2666621,-1.570146769,0.770062574
QIAGEN N.V.,30/11/2016,2666647,-0.58431283,-0.500613205
Royal Caribbean Cruises Ltd.,30/11/2016,2666883,0.122689995,0.074293927
Flex Ltd.,30/11/2016,2666943,0.221174813,0.21661786
Cimarex Energy Co.,30/11/2016,3182735,-0.659840541,-3.480374004
"Dick's Sporting Goods, Inc.",30/11/2016,3346309,0.065336697,1.019840622
"Wynn Resorts, Limited",30/11/2016,3449506,-0.576093968,-1.319268266
Smart Real Estate Investment Trust,30/11/2016,3558127,-0.10770144,0.024162943
Seagate Technology plc,30/11/2016,3809426,-1.074761696,-1.510593288
"New York Community Bancorp, Inc.",30/11/2016,4056374,-0.435826314,-0.908321109
Klabin S.A.,30/11/2016,6113438,0.321004631,-0.152557699
AXIS Capital Holdings Limited,30/11/2016,6173863,0.503562204,-1.224829325
Crescent Point Energy Corp.,30/11/2016,6941605,0.780228486,-1.932410568
LKQ Corp.,30/11/2016,7221455,-0.179008376,0.304635014
Centene Corporation,30/11/2016,7372383,0.319749457,1.503927609
Biogen Inc.,30/11/2016,7727529,-0.58755692,1.484231695
"NRG Energy, Inc.",30/11/2016,7958855,0.499949352,-2.706222109
Ctrip.com International Ltd.,30/11/2016,8100947,0.847335215,-0.410129606
"Assurant, Inc.",30/11/2016,8911582,0.664317927,-0.15806659
Signature Bank,30/11/2016,9444763,-0.065287173,0.040542457
IGM Financial Inc.,30/11/2016,9976016,0.120912768,-0.734215987
"Alnylam Pharmaceuticals, Inc.",30/11/2016,10090310,0.839312956,-4.12294533
"CBRE Group, Inc.",30/11/2016,10286451,0.076282858,0.31248482
"salesforce.com, inc.",30/11/2016,10458226,-2.927530189,0.15779332
"Patterson Companies, Inc.",30/11/2016,10621103,0.059483272,0.319151523
Regions Financial Corporation,30/11/2016,10621105,0.648438859,-0.3784903
"Domino's Pizza, Inc.",30/11/2016,10779524,0.829777032,1.049947755
Reynolds American Inc.,30/11/2016,11042648,-0.25445866,1.889759608
Extra Space Storage Inc.,30/11/2016,11211489,-1.328812232,0.017965597
Alphabet Inc.,30/11/2016,11311662,-0.641306564,0.921784936
Digital Realty Trust Inc.,30/11/2016,12416964,-1.045510243,-0.162297662
"Twenty-First Century Fox, Inc.",30/11/2016,12465726,-0.041569521,0.04239656
"Anthem, Inc.",30/11/2016,12867396,0.524577645,-0.167828318
Las Vegas Sands Corp.,30/11/2016,13061513,-1.012482211,-0.474463175
Intact Financial Corporation,30/11/2016,13103399,0.124515906,-0.50977718
Silver Wheaton Corp.,30/11/2016,13374873,-0.050527255,0.167548078
Celanese Corporation,30/11/2016,13679209,-0.200123851,-0.364596618
Bumrungrad Hospital Public Company Limited,30/11/2016,20106319,-1.789213799,0.880050748
Larsen & Toubro Limited,30/11/2016,20106322,-0.048246431,-0.395234501
Minor International PCL,30/11/2016,20106570,-0.355279528,-0.068286975
Thai Oil Public Company Limited,30/11/2016,20106765,0.687988632,0.208367279
CPFL Energia S.A.,30/11/2016,20106832,0.044380195,-0.541857892
NTT Urban Development Corporation,30/11/2016,20106840,0.334849482,-0.806691886
Centrica plc,30/11/2016,20107083,0.323007662,-1.505597849
Dexus,30/11/2016,20107097,0.375365936,1.315120621
Proximus PLC,30/11/2016,20108637,0.103102508,0.44847844
CNOOC Limited,30/11/2016,20108730,0.582393343,-0.917548955
Imerys SA,30/11/2016,20108896,-0.396555206,-0.015210877
CapitaLand Commercial Trust,30/11/2016,20108975,-0.778901659,-0.452067006
Public Bank Berhad,30/11/2016,20109329,-0.245863732,0.337868262
Powszechna Kasa Oszczednosci Bank Polski Spolka Akcyjna,30/11/2016,20109632,0.538415085,-0.233057038
Fibria Celulose S.A.,30/11/2016,20110538,0.749246553,0.627189109
SES S.A.,30/11/2016,20110977,0.104345698,-0.251463282
Corporación Financiera Colombiana S.A.,30/11/2016,20111006,-0.088612734,0.242577447
TERNA - Rete Elettrica Nazionale Società per Azioni,30/11/2016,20111066,-0.198498203,-0.512761794
China Mengniu Dairy Co. Ltd.,30/11/2016,20111105,0.388458843,-0.127907761
Noble Group Limited,30/11/2016,20111141,0.968328007,-2.511035396
PT Bank Central Asia Tbk,30/11/2016,20111183,-0.670547044,0.594538869
G4S plc,30/11/2016,20111329,-1.677801395,-1.099248138
"Ping An Insurance (Group) Company of China, Ltd.",30/11/2016,20111332,0.462589126,-0.090336697
GS Holdings Corp.,30/11/2016,20113302,0.825048849,-0.29636254
Emaar Properties PJSC,30/11/2016,20113309,0.467930849,0.041145058
"Grifols, S.A.",30/11/2016,20113423,-0.306360222,0.070997177
Singapore Press Holdings Limited,30/11/2016,20113724,-0.0534708,-0.323932156
Central Pattana Public Company Limited,30/11/2016,20113795,-0.980046204,0.35234659
Bangkok Dusit Medical Services Public Company Limited,30/11/2016,20113808,-1.275920289,0.053478009
Natura Cosméticos S.A.,30/11/2016,20113886,-2.517945556,0.138648245
Wal-Mart de Mexico SAB De CV,30/11/2016,20114179,-0.276252614,0.825377215
China Power International Development Limited,30/11/2016,20114227,0.816833816,-0.08319694
PT Telekomunikasi Indonesia Tbk,30/11/2016,20114229,-0.342332512,1.172845646
Dialog Group Berhad,30/11/2016,20115474,-0.277793769,-0.273843676
Cencosud S.A.,30/11/2016,20115848,0.458464657,-0.365177427
AirAsia Berhad,30/11/2016,20116594,0.696681181,0.649275478
YTL Power International Berhad,30/11/2016,20117635,0.626943538,-0.877350899
Hyundai Marine & Fire Insurance Co. Ltd.,30/11/2016,20118009,0.804878059,-0.076951319
Ashok Leyland Limited,30/11/2016,20118065,-0.292261839,-0.484464758
Bosch Ltd,30/11/2016,20118066,-1.732538737,0.443619599
Titan Cement Company S.A.,30/11/2016,20118116,-0.274868682,0.337185396
"Electric Power Development Co., Ltd.",30/11/2016,20118294,0.712490556,-0.885674095
Sega Sammy Holdings Inc.,30/11/2016,20118313,0.578892127,-0.212956036
Grupo Aval Acciones Y Valores S.A.,30/11/2016,20119909,0.443324148,0.215471209
"Grupo Financiero Banorte, S.A.B. de C.V.",30/11/2016,20119967,-0.483904938,0.087294634
"Mexichem, S.A.B. de C.V.",30/11/2016,20120026,-3.461464783,-0.298278479
Industrias Penoles S.A.B. DE CV,30/11/2016,20120078,1.44253023,-0.404450476
Itausa - Investimentos Itau S.A.,30/11/2016,20120173,-2.953744417,-0.399308991
"Nagoya Railroad Co., Ltd.",30/11/2016,20120695,0.418728473,-0.490757335
Nan Ya Plastics Corporation,30/11/2016,20120776,0.266860323,-0.397530886
Naspers Limited,30/11/2016,20120824,-2.779021482,-0.914757926
Coronation Fund Managers Limited,30/11/2016,20120825,-1.558983246,1.65061327
Nedbank Group Limited,30/11/2016,20120961,0.60980384,0.129382239
China Everbright International Limited,30/11/2016,20121026,0.034143572,-0.04680895
Maruti Suzuki India Limited,30/11/2016,20121084,-1.018656698,0.686436935
Netcare Limited,30/11/2016,20121114,-0.077796723,0.366204583
Newcrest Mining Limited,30/11/2016,20121123,-0.227763512,-0.825460191
"Grupo Financiero Santander Mexico, S.A.B. de C.V.",30/11/2016,20123218,0.109348347,0.039178842
"Grupo Bimbo, S.A.B. de C.V.",30/11/2016,20123349,-0.263027959,-0.073164322
"Gruma, S.A.B. de C.V.",30/11/2016,20123352,-0.356084209,0.83656085
Promotora y Operadora de Infraestructura SAB de CV,30/11/2016,20123373,-0.2960957,0.520285802
"Grupo Carso, S.A.B. de C.V.",30/11/2016,20123377,-0.107976651,0.125700971
Sino Biopharmaceutical Limited,30/11/2016,20123830,-0.096433251,0.97764095
"LG Display Co., Ltd.",30/11/2016,20124021,-0.608194109,-0.517610659
DUET Group,30/11/2016,20124064,-0.093894884,-0.201962917
Beijing Enterprises Water Group Limited,30/11/2016,20124136,-0.003695547,-0.283082749
GOME Electrical Appliances Holding Limited,30/11/2016,20124246,0.500060536,-0.453063119
J Sainsbury plc,30/11/2016,20124623,0.791538414,0.208092779
Companhia Siderúrgica Nacional,30/11/2016,20124624,0.256845474,-1.151711265
Suzano Papel e Celulose S.A.,30/11/2016,20124720,0.718692115,0.597875222
Admiral Group plc,30/11/2016,20124874,-1.000795609,2.402972763
"M3, Inc.",30/11/2016,20124916,-5.071710282,1.778843958
Marine Harvest ASA,30/11/2016,20124938,-2.360162074,1.576124582
Suntec Real Estate Investment Trust,30/11/2016,20126811,-0.163586245,-0.644791332
CCC S.A.,30/11/2016,20127141,-1.070010311,0.567548828
Aviva plc,30/11/2016,20129616,0.473960936,0.99037082
Croda International plc,30/11/2016,20129879,-1.135611308,1.341552047
Old Mutual plc,30/11/2016,20130168,0.52557899,-0.404212807
The Royal Bank of Scotland Group plc,30/11/2016,20130342,1.201780579,-1.053322017
Hanon Systems,30/11/2016,20130724,0.067581143,0.333618994
Antofagasta plc,30/11/2016,20130818,0.586734855,-2.201928555
Ashtead Group plc,30/11/2016,20130957,-0.434046607,1.157640188
BHP Billiton plc,30/11/2016,20130991,0.864496245,-1.920139609
ARM Holdings plc,30/11/2016,20131038,-4.124314111,1.508975233
Barratt Developments plc,30/11/2016,20131190,0.701867358,0.902790237
The Weir Group PLC,30/11/2016,20131980,0.583438801,-1.596509765
Babcock International Group plc,30/11/2016,20132276,0.253762792,-0.309569084
WEG S.A.,30/11/2016,20132628,-0.401060671,0.151305367
ArcelorMittal,30/11/2016,20132881,0.829975083,-2.220224822
Standard Bank Group Limited,30/11/2016,20136560,0.600200008,0.195115445
The SPAR Group Limited,30/11/2016,20136722,-0.237264415,1.14461995
"Ferrovial, S.A.",30/11/2016,20136776,-0.128380508,-0.429210264
BRF S.A.,30/11/2016,20140620,0.050912736,-0.095901181
H & M Hennes & Mauritz AB (publ),30/11/2016,20141092,-0.969245958,2.406167131
ASSA ABLOY AB,30/11/2016,20141328,-0.322799454,0.41516514
TDC A/S,30/11/2016,20141329,0.995090644,-0.736373791
Elisa Oyj,30/11/2016,20141407,-0.548706019,0.495845358
Svenska Handelsbanken AB (publ),30/11/2016,20141443,0.091075062,0.033400553
Nokia Corporation,30/11/2016,20141875,1.344666516,0.805205235
Publicis Groupe S.A.,30/11/2016,20142085,0.308503408,0.828936787
Orange,30/11/2016,20142434,0.526230473,-0.173181575
Fortum Oyj,30/11/2016,20143039,1.386487756,-1.108969874
St. James's Place plc,30/11/2016,20146246,0.04506839,-0.200081117
Travis Perkins plc,30/11/2016,20146297,0.430092793,-0.068351814
SSE plc,30/11/2016,20146407,-0.089359506,0.244254814
The Sage Group plc,30/11/2016,20146545,-1.759702284,0.747364659
Banco de Crédito e Inversiones,30/11/2016,20146845,0.401144583,0.159110661
Komercni Banka AS,30/11/2016,20147621,0.196209442,0.018103169
Kerry Group plc,30/11/2016,20147623,-0.322503647,0.361947292
Wärtsilä Oyj Abp,30/11/2016,20147672,-0.077994947,0.564628806
Empresa Nacional de Telecomunicaciones S.A.,30/11/2016,20148045,-0.612321127,-0.865422667
"El Puerto de Liverpool, SAB de CV",30/11/2016,20148101,-0.222547288,0.263884072
Colbún S.A.,30/11/2016,20148118,0.900113177,0.810764855
Aguas Andinas S.A.,30/11/2016,20148138,-0.333150629,0.046373096
Embotelladora Andina S.A.,30/11/2016,20148150,0.029287342,-0.150641574
Banco do Brasil S.A.,30/11/2016,20148253,0.860296261,0.152716032
Next Plc,30/11/2016,20148284,-0.485615127,1.940418277
Rolls-Royce Holdings plc,30/11/2016,20148664,0.690405041,-0.745042499
Valeo SA,30/11/2016,20149593,0.193154753,1.083038849
Ingenico Group,30/11/2016,20149795,0.004601481,0.5492007
Bunzl plc,30/11/2016,20152506,-0.762421319,0.381401054
easyJet plc,30/11/2016,20152629,0.618932427,0.291424869
Prudential plc,30/11/2016,20153138,0.116395163,-1.009892791
British American Tobacco p.l.c.,30/11/2016,20156921,-2.465557248,0.519210402
Lloyds Banking Group plc,30/11/2016,20157745,0.396907208,-0.628600581
Tate & Lyle plc,30/11/2016,20157778,-0.013639005,0.836878613
Taylor Wimpey plc,30/11/2016,20157800,0.531005622,1.636703191
Tesco PLC,30/11/2016,20157879,-0.898504478,-0.21757614
Grupo Argos S.A.,30/11/2016,20158074,0.30356365,-0.422263237
AES Gener S.A.,30/11/2016,20158169,0.442430083,-0.274445254
